Species.name.standardized.TPL.2016,Leaf.Area..mm2.,Nmass..mg.g.,LMA..g.m2.,Plant.Height..m.,Seed.Mass..mg.,SSD.combined..mg.mm3.,Accepted_name_TNRS2022,coment,growth_form,growthform_source
Sapindus saponaria,13635.18,29.487,43.769,12.815,462.5655,0.66,Sapindus saponaria,original_Diaz,tree,GIFT
Sapium glandulosum,3565.64,21.46,82.904,22.136,29.4101,0.477,Sapium glandulosum,original_Diaz,tree,GIFT
Sapium sebiferum,2371.52,22.959,49.056,7.805,169.9044,0.469,Triadica sebifera,original_Diaz,tree,GIFT
Saponaria ocymoides,42.59,33.689,41.211,0.186,2.6424,0.217,Saponaria ocymoides,original_Diaz,herb,GIFT
Saponaria officinalis,2109.45,7.986,44.124,0.509,1.5879,0.195,Saponaria officinalis,original_Diaz,herb,GIFT
Sarracenia purpurea,8017.49,10.999,109.621,0.245,1.5088,0.201,Sarracenia purpurea,original_Diaz,herb,GIFT
Saurauia tristyla,6766,22.73,54.5,4.5,0.08,0.335,Saurauia tristyla,original_Diaz,tree,GIFT
Saussurea alpina,579.7,19.54,54.361,0.15,1.4029,0.185,Saussurea alpina,original_Diaz,herb,GIFT
Saxegothaea conspicua,40,9.31,130.57,19.655,10,0.5,Saxegothaea conspicua,original_Diaz,tree,GIFT
Saxifraga aizoides,24.45,12.518,74.079,0.068,0.0496,0.177,Saxifraga aizoides,original_Diaz,herb,GIFT
Saxifraga oppositifolia,32,18.014,60.406,0.102,0.1024,0.23,Saxifraga oppositifolia,original_Diaz,herb,GIFT
Saxifraga rotundifolia,1875.92,17.94,52.344,0.263,0.04,0.166,Saxifraga rotundifolia,original_Diaz,herb,GIFT
Scabiosa atropurpurea,946.75,27.331,79.104,0.637,1.6513,0.196,Scabiosa atropurpurea,original_Diaz,herb,GIFT
Scaphium macropodum,17634.28,15.18,40.339,30,2210,0.466,Scaphium macropodum,original_Diaz,tree,GIFT
Schefflera actinophylla,9050,15.2,148.81,5,6.9146,0.41,,original_Diaz,tree,GIFT
Schefflera heptaphylla,9500,16.6,93.164,12.16,5.6,0.366,Heptapleurum heptaphyllum,original_Diaz,tree,GIFT
Schefflera morototoni,57304.18,17.42,110.968,27.567,24.1974,0.486,Didymopanax morototoni,original_Diaz,tree,GIFT
Schima wallichii,7736.35,7.7,99.01,16.667,4.4697,0.548,Schima wallichii,original_Diaz,tree,GIFT
Schinopsis marginata,255.04,17.928,95.951,9.162,137.4,0.99,Schinopsis lorentzii,original_Diaz,tree,GIFT
Schizachyrium condensatum,985.79,12.046,65.075,0.359,0.2628,0.316,Schizachyrium condensatum,original_Diaz,herb,GIFT
Schizachyrium scoparium,570.95,11.985,54.254,0.77,0.7902,0.316,Schizachyrium scoparium,original_Diaz,herb,GIFT
Schizolobium parahyba,4763.94,22.004,51.89,27.764,687.5568,0.372,Schizolobium parahyba,original_Diaz,tree,GIFT
Schleichera oleosa,25739,17.9,81.301,7,554.8534,0.887,Schleichera oleosa,original_Diaz,tree,GIFT
Schoenoplectus lacustris,1355.32,17,65.45,1.967,1.9224,0.137,Schoenoplectus lacustris,original_Diaz,herb,GIFT
Schoenus nigricans,624.13,15.123,144.626,0.293,0.6194,0.348,Schoenus nigricans,original_Diaz,herb,GIFT
Scilla bifolia,2376.75,44.833,24.125,0.151,9.1899,0.065,Scilla bifolia,original_Diaz,herb,GIFT
Scirpus microcarpus,5839.17,15.014,54.543,1.247,0.1082,0.323,Scirpus microcarpus,original_Diaz,herb,GIFT
Scleranthus annuus,4.58,22.555,31.713,0.088,1.1994,0.177,Scleranthus annuus,original_Diaz,herb,GIFT
Sclerocarya birrea,25649.64,15.08,126.904,17,2221.9462,0.5,Sclerocarya birrea,original_Diaz,tree,GIFT
Scolopia zeyheri,400,18.23,179.856,8,17.6,0.71,Scolopia zeyheri,original_Diaz,tree,GIFT
Scorzonera austriaca,1971.49,31.646,64.69,0.158,6.4901,0.21,Scorzonera austriaca,original_Diaz,herb,GIFT
Scorzoneroides autumnalis,209.03,20.31,39.389,0.131,0.6735,0.192,Scorzoneroides autumnalis,original_Diaz,herb,GIFT
Scorzoneroides helvetica,193.7,29.061,71.874,0.122,1.71,0.231,Scorzoneroides helvetica,original_Diaz,herb,GIFT
Scrophularia nodosa,5820.65,28.812,33.547,0.75,0.0945,0.19,Scrophularia nodosa,original_Diaz,herb,GIFT
Securigera varia,1613.33,41.656,38.024,0.377,4.0651,0.161,Coronilla varia,original_Diaz,herb,GIFT
Sedum acre,12.25,15.17,83.595,0.071,0.0336,0.127,Sedum acre,original_Diaz,herb,GIFT
Sedum album,14.04,11.568,60.11,0.113,0.0255,0.122,Sedum album,original_Diaz,herb,GIFT
Sedum roseum,120,31.207,41.054,0.179,0.31,0.148,Phedimus stevenianus,original_Diaz,herb,GIFT
Sedum telephium,772.11,24.86,54.781,0.418,0.0492,0.127,Hylotelephium telephium,original_Diaz,herb,GIFT
Sedum tenellum,3.7,12.73,88.652,0.07,0.01,0.196,Sedum tenellum,original_Diaz,herb,GIFT
Sempervivum tectorum,373.43,15.724,75.874,0.265,0.0096,0.114,Sempervivum tectorum,original_Diaz,herb,GIFT
Senecio actinella,380,19.39,77.519,0.04,0.94,0.164,Packera actinella,original_Diaz,herb,GIFT
Senecio doronicum,1789.2,28.586,78.486,0.204,0.28,0.163,Senecio doronicum,original_Diaz,herb,GIFT
Senecio eremophilus,880,34.33,39.526,0.67,0.55,0.154,Senecio eremophilus,original_Diaz,herb,GIFT
Senecio nemorensis,5047.75,37.68,31.756,1.188,0.77,0.164,Senecio nemorensis,original_Diaz,herb,GIFT
Senecio ovatus,7779.79,29.892,36.097,0.985,1.2558,0.147,Senecio ovatus,original_Diaz,herb,GIFT
Senecio vulgaris,368.71,38.188,32.964,0.284,0.2452,0.137,Senecio vulgaris,original_Diaz,herb,GIFT
Sequoia sempervirens,24,10.264,252.022,89.89,4.3077,0.449,Sequoia sempervirens,original_Diaz,tree,GIFT
Sequoiadendron giganteum,4,10.5,542.588,84.187,5.5453,0.43,Sequoiadendron giganteum,original_Diaz,tree,GIFT
Serratula tinctoria,3936.59,12.744,51.526,0.445,2.3484,0.193,Serratula tinctoria,original_Diaz,herb,GIFT
Seseli montanum,317,21.101,84.008,0.321,1.162,0.224,Seseli montanum,original_Diaz,herb,GIFT
Sesleria albicans,832.5,19.81,48.263,0.161,0.6194,0.26,Sesleria albicans,original_Diaz,herb,GIFT
Sesleria caerulea,464.41,19.31,70.648,0.223,1.4594,0.291,Sesleria caerulea,original_Diaz,herb,GIFT
Setaria italica,5638.5,14.935,41.824,0.824,2.2444,0.18,Setaria italica,original_Diaz,herb,GIFT
Setaria pampeana,2713.5,24.696,52.281,0.373,0.54,0.228,Setaria pampeana,original_Diaz,herb,GIFT
Setaria parviflora,851.25,17.086,77.044,0.251,0.9261,0.251,Setaria parviflora,original_Diaz,herb,GIFT
Setaria pumila,1890.75,25.09,38.099,0.448,1.5847,0.188,Setaria pumila,original_Diaz,herb,GIFT
Setaria viridis,936.14,22.704,30.981,0.296,1.2959,0.219,Setaria viridis,original_Diaz,herb,GIFT
Shorea gibbosa,1427.52,17.4,65.789,27.386,1080,0.453,Shorea gibbosa,original_Diaz,tree,GIFT
Shorea leprosula,4205.15,19.964,45.673,25.159,570,0.364,Shorea leprosula,original_Diaz,tree,GIFT
Shorea macroptera,4426.12,13.834,114.817,19.504,679.9899,0.423,Shorea macroptera,original_Diaz,tree,GIFT
Shorea parvifolia,1765.12,19.282,108.63,25.508,617.0267,0.391,Shorea parvifolia,original_Diaz,tree,GIFT
Shorea smithiana,8747.53,17.59,89.833,22.104,5000,0.352,Shorea smithiana,original_Diaz,tree,GIFT
Sibbaldia procumbens,160.36,25.179,60.776,0.028,0.5098,0.275,Sibbaldia procumbens,original_Diaz,herb,GIFT
Sideroxylon inerme,1484.72,18.6,178.297,5.477,173.03,0.85,Sideroxylon inerme,original_Diaz,tree,GIFT
Silene acaulis,8.06,15,57.666,0.031,0.3061,0.19,Silene acaulis,original_Diaz,herb,GIFT
Silene dioica,3533,30.11,27.656,0.556,0.6827,0.154,Silene dioica,original_Diaz,herb,GIFT
Silene flos-cuculi,569.24,15.55,39.958,0.456,0.1728,0.241,Silene flos-cuculi,original_Diaz,herb,GIFT
Silene gallica,449,15.64,39.318,0.267,0.4091,0.182,Silene gallica,original_Diaz,herb,GIFT
Silene italica,1002,19.18,56.175,0.401,0.5115,0.253,Silene italica,original_Diaz,herb,GIFT
Silene nutans,349.07,35.74,47.658,0.362,0.3454,0.196,Silene nutans,original_Diaz,herb,GIFT
Silene otites,169.42,30.078,77.335,0.265,0.2148,0.214,Silene otites,original_Diaz,herb,GIFT
Silene rupestris,104,13.784,32.938,0.146,0.0732,0.19,Heliosperma alpestre,original_Diaz,herb,GIFT
Silene viscaria,476.5,17,76.335,0.356,0.0583,0.253,Viscaria vulgaris,original_Diaz,herb,GIFT
Silene vulgaris,1263.74,26.952,46.934,0.398,0.8341,0.183,Silene vulgaris,original_Diaz,herb,GIFT
Silphium laciniatum,6950.45,22,257.732,0.701,33.78,0.417,Silphium laciniatum,original_Diaz,herb,GIFT
Silphium terebinthinaceum,21771.62,14.4,228.311,0.114,17.4758,0.342,Silphium terebinthinaceum,original_Diaz,herb,GIFT
Simarouba amara,1948.5,15.409,118.251,18.583,566.1377,0.438,Simarouba amara,original_Diaz,tree,GIFT
Sloanea guianensis,3575.03,15.126,114.725,19.704,105.21,0.764,Sloanea guianensis,original_Diaz,tree,GIFT
Sloanea terniflora,3253.17,17.503,73.874,33.47,88.8,0.815,Sloanea terniflora,original_Diaz,tree,GIFT
Solanum dulcamara,1408.31,39.562,28.657,1.012,1.489,0.23,Solanum dulcamara,original_Diaz,shrub,GIFT
Solanum hayesii,29631.37,26.98,62.212,11,2.1916,0.405,Solanum hayesii,original_Diaz,tree,GIFT
Solanum tuberosum,13128,36.833,42.157,0.652,0.7,0.159,Solanum tuberosum,original_Diaz,herb,GIFT
Solanum umbelliferum,201.5,31.9,70.425,1.949,9.13,0.54,Solanum umbelliferum,original_Diaz,shrub,GIFT
Soldanella pusilla,80.65,20.404,49.119,0.044,0.24,0.224,Soldanella pusilla,original_Diaz,herb,GIFT
Solidago canadensis,894.72,16.25,60.798,0.817,0.0752,0.245,Solidago canadensis,original_Diaz,herb,GIFT
Solidago gigantea,755.98,11.969,61.878,1.083,0.1273,0.257,Solidago gigantea,original_Diaz,herb,GIFT
Solidago nana,150,12.25,82.645,0.21,0.2693,0.376,Solidago nana,original_Diaz,herb,GIFT
Solidago nemoralis,599.65,12.669,113.016,0.49,0.1447,0.326,Solidago nemoralis,original_Diaz,herb,GIFT
Solidago rigida,3185.69,12.368,106.811,1.161,0.4925,0.226,Solidago rigida,original_Diaz,herb,GIFT
Solidago rugosa,1182.58,19.1,42.597,0.797,0.1127,0.25,Solidago rugosa,original_Diaz,herb,GIFT
Solidago velutina,370,23.4,80.645,0.35,0.2404,0.396,Solidago velutina,original_Diaz,herb,GIFT
Solidago virgaurea,984.1,28.308,43.45,0.508,0.5188,0.201,Solidago virgaurea,original_Diaz,herb,GIFT
Sonchus asper,5059.97,7.226,41.318,0.493,0.2681,0.157,Sonchus asper,original_Diaz,herb,GIFT
Sonchus oleraceus,2619.09,34.9,27.731,0.795,0.2867,0.156,Sonchus oleraceus,original_Diaz,herb,GIFT
Sorbus aria,4806.58,19.118,66.104,7.213,34.0266,0.726,Aria edulis,original_Diaz,tree,GIFT
Sorbus aucuparia,616.09,21.969,69.498,13.475,3.4691,0.592,Sorbus aucuparia,original_Diaz,tree,GIFT
Sorbus torminalis,6209.69,17.68,40.985,10.195,34.7318,0.658,Torminalis glaberrima,original_Diaz,tree,GIFT
Sorghastrum nutans,1393.18,12.851,63.778,1.237,1.6951,0.351,Sorghastrum nutans,original_Diaz,herb,GIFT
Sorghum bicolor,13406.48,23.776,48.111,1.609,11.1832,0.261,Sorghum bicolor,original_Diaz,herb,GIFT
Sorghum halepense,5260.54,22.207,56.732,1.406,3.4639,0.305,Sorghum halepense,original_Diaz,herb,GIFT
Sorocea steinbachii,9623.88,25.868,61.743,7,134.53,0.55,Sorocea steinbachii,original_Diaz,tree,GIFT
Sparganium angustifolium,1156.6,23.18,27.548,0.158,2.3679,0.127,Sparganium angustifolium,original_Diaz,herb,GIFT
Sparganium emersum,3885.19,36.83,27.454,0.34,3.7313,0.088,Sparganium emersum,original_Diaz,herb,GIFT
Sparganium erectum,14074.25,19.045,54.59,0.51,16.3934,0.124,Sparganium erectum,original_Diaz,herb,GIFT
Spartina anglica,1697,19,106.383,0.866,12.1,0.322,Sporobolus anglicus,original_Diaz,herb,GIFT
Spathodea campanulata,5227.04,20.982,103.734,7.545,4.5053,0.317,Spathodea campanulata,original_Diaz,tree,GIFT
Spergula arvensis,11.06,29.6,72.308,0.27,0.4435,0.169,Spergula arvensis,original_Diaz,herb,GIFT
Spergularia diandra,9.04,23.677,102.949,0.046,0.0141,0.179,Spergularia diandra,original_Diaz,herb,GIFT
Spergularia rubra,9.17,27.1,61.832,0.109,0.0301,0.164,Spergularia rubra,original_Diaz,herb,GIFT
Sphaeralcea ambigua,678.31,46.27,41.029,1.52,1.2248,0.236,Sphaeralcea ambigua,original_Diaz,herb,GIFT
Spondias mombin,3967.89,21.522,75.041,31.047,609.5779,0.384,Spondias mombin,original_Diaz,tree,GIFT
Spondias pinnata,3019,17.6,77.22,7,10000,0.286,Spondias pinnata,original_Diaz,tree,GIFT
Spondias radlkoferi,2014.72,15.785,65.441,31.122,997.39,0.39,Spondias radlkoferi,original_Diaz,tree,GIFT
Sporobolus heterolepis,512.45,9.68,58.491,0.7,1.0268,0.364,Sporobolus heterolepis,original_Diaz,herb,GIFT
Sporobolus interruptus,180,11.79,92.593,0.338,0.7068,0.446,Sporobolus interruptus,original_Diaz,herb,GIFT
Sporobolus vaginiflorus,59.08,11.92,21.322,0.148,0.4898,0.527,Sporobolus vaginiflorus,original_Diaz,herb,GIFT
Stachys alopecuros,3824.81,27.08,42.076,0.293,1.094,0.185,Betonica alopecuros,original_Diaz,herb,GIFT
Stachys officinalis,2850.02,25.321,52.15,0.317,1.0761,0.147,Betonica officinalis,original_Diaz,herb,GIFT
Stachys palustris,937.13,25,40.627,0.554,1.0986,0.19,Stachys palustris,original_Diaz,herb,GIFT
Stachys recta,737.09,28.185,35.045,0.358,1.4025,0.203,Stachys recta,original_Diaz,herb,GIFT
Stachys sylvatica,1846.03,26.168,23.807,0.58,1.3681,0.2,Stachys sylvatica,original_Diaz,herb,GIFT
Stellaria graminea,110.34,30.526,32.23,0.334,0.277,0.201,Stellaria graminea,original_Diaz,herb,GIFT
Stellaria holostea,151.63,24.584,35.997,0.249,2.7902,0.188,Stellaria holostea,original_Diaz,herb,GIFT
Stellaria media,262.73,33.552,20.646,0.152,0.3667,0.122,Stellaria media,original_Diaz,herb,GIFT
Stellaria neglecta,313.02,46.149,15.756,0.442,0.7862,0.135,Stellaria neglecta,original_Diaz,herb,GIFT
Stellaria nemorum,1545.9,22.43,22.465,0.406,0.2237,0.168,Stellaria nemorum,original_Diaz,herb,GIFT
Stellaria pallida,25.5,31.427,23.887,0.152,0.115,0.156,Stellaria apetala,original_Diaz,herb,GIFT
Stenaria nigricans,18.46,15.095,68.485,0.214,0.0909,0.221,Stenaria nigricans,original_Diaz,herb,GIFT
Sterculia apetala,36901.83,21.319,88.397,27.388,1654.6507,0.379,Sterculia apetala,original_Diaz,tree,GIFT
Sterculia speciosa,40787.8,18.486,105.789,17.343,4979.4728,0.486,Sterculia speciosa,original_Diaz,tree,GIFT
Stipa calamagrostis,4383.18,18.4,60.955,0.731,0.3354,0.284,Achnatherum calamagrostis,original_Diaz,herb,GIFT
Stipa capensis,36.98,25.573,98.726,0.09,1.027,0.318,Stipa dregeana,original_Diaz,herb,GIFT
Stipa capillata,426,17.367,132.275,0.573,4.9101,0.562,Stipa capillata,original_Diaz,herb,GIFT
Stipa comata,90,18.422,98.806,0.414,4.469,0.286,Hesperostipa comata,original_Diaz,herb,GIFT
Stipa ichu,609.97,18.47,208.568,1.082,0.2705,0.5,Jarava ichu,original_Diaz,herb,GIFT
Stipa parviflora,24.24,10.524,211.921,0.65,1.19,0.367,,original_Diaz,tree,GIFT
Stipa pennata,332.25,15.79,104.111,0.51,22.7664,0.499,Stipa pennata,original_Diaz,herb,GIFT
Stipa spartea,628.82,19.673,109.952,1.011,12.9498,0.38,Hesperostipa spartea,original_Diaz,herb,GIFT
Stipa tenacissima,784.66,8.653,320.675,1.013,3.4728,0.46,Macrochloa tenacissima,original_Diaz,herb,GIFT
Stipagrostis ciliata,16.89,11.997,253.69,0.85,2.19,0.394,Stipagrostis ciliata,original_Diaz,herb,GIFT
Strychnos decussata,550,28.525,95.877,7.417,975.19,0.75,Strychnos decussata,original_Diaz,tree,GIFT
Strychnos madagascariensis,1012.5,16.97,97.276,6.694,1343.84,0.66,Strychnos madagascariensis,original_Diaz,tree,GIFT
Stuckenia pectinata,29.99,36.519,24.01,0.949,5.7049,0.15,Stuckenia pectinata,original_Diaz,herb,GIFT
Stylogyne ardisioides,13286.57,12.78,97.371,6,78,0.53,Stylogyne ardisioides,original_Diaz,tree,GIFT
Suaeda maritima,28.28,17.497,94.691,0.344,0.4053,0.137,Suaeda maritima,original_Diaz,herb,GIFT
Succisa pratensis,2091.26,14.103,59.805,0.327,1.2385,0.257,Succisa pratensis,original_Diaz,herb,GIFT
Swartzia brachyrachis,3000,26.087,102.775,12,1373.6508,0.782,Swartzia brachyrhachis,original_Diaz,tree,GIFT
Swartzia simplex,4230.32,31.344,85.177,14.281,1088.2043,0.762,Swartzia simplex,original_Diaz,tree,GIFT
Swietenia macrophylla,9363.56,15.645,69.8,29.581,510.3459,0.546,Swietenia macrophylla,original_Diaz,tree,GIFT
Swietenia mahagoni,9050,14.157,84.809,18.28,212.2153,0.609,Swietenia mahagoni,original_Diaz,tree,GIFT
Symphonia globulifera,1862.2,16.115,79.615,27.629,2602.0036,0.589,Symphonia globulifera,original_Diaz,tree,GIFT
Symphoricarpos albus,1318.87,14.504,46.794,1.561,6.742,0.78,Symphoricarpos albus,original_Diaz,shrub,GIFT
Symphoricarpos mollis,500,16.5,27.36,0.6,7.6833,0.71,Symphoricarpos mollis,original_Diaz,shrub,GIFT
Symphyotrichum ascendens,96,15.15,95.238,0.1,0.63,0.206,Symphyotrichum ascendens,original_Diaz,herb,GIFT
Symphyotrichum ericoides,95.59,17.315,61.17,0.9,0.1095,0.238,Symphyotrichum ericoides,original_Diaz,herb,GIFT
Symphyotrichum falcatum,74,22.28,70.423,0.41,0.19,0.201,Symphyotrichum falcatum,original_Diaz,herb,GIFT
Symphyotrichum laeve,1127.75,14.884,63.985,0.927,0.37,0.209,Symphyotrichum laeve,original_Diaz,herb,GIFT
Symphyotrichum lanceolatum,520.35,11.82,48.977,1.334,0.45,0.223,Symphyotrichum lanceolatum,original_Diaz,herb,GIFT
Symphyotrichum novae-angliae,571.38,24.1,42.688,0.885,0.5407,0.202,Symphyotrichum novae-angliae,original_Diaz,herb,GIFT
Symphyotrichum pilosum,315.28,23.9,55.197,0.883,0.64,0.207,Symphyotrichum pilosum,original_Diaz,herb,GIFT
Symphyotrichum puniceum,2583.56,24.952,48.64,1.156,0.3901,0.245,Symphyotrichum puniceum,original_Diaz,herb,GIFT
Symphytum tuberosum,2694.79,44.324,32.604,0.23,6.3691,0.154,Symphytum tuberosum,original_Diaz,herb,GIFT
Symplocos sumuntia,670,16.292,73.348,8.433,40.48,0.565,Symplocos sumuntia,original_Diaz,tree,GIFT
Syncarpia glomulifera,1458.13,9.742,137.226,18.641,2.8549,0.769,Syncarpia glomulifera,original_Diaz,tree,GIFT
Synoum glandulosum,1610.06,16.055,88.029,3.795,198.1744,0.554,Synoum glandulosum,original_Diaz,tree,GIFT
Syrmatium glabrum,7.4,20.728,100.96,1.225,1.0074,0.735,Acmispon glaber,original_Diaz,herb,GIFT
Syzygium acuminatissimum,1837.5,15.125,53.982,18.66,1350,0.675,Syzygium acuminatissimum,original_Diaz,tree,GIFT
Syzygium cumini,6701.07,17.222,111.265,6.803,556.6008,0.61,Syzygium cumini,original_Diaz,tree,GIFT
Syzygium jambos,61.83,12.493,115.473,15,2380,0.7,Syzygium jambos,original_Diaz,tree,GIFT
Tabebuia rosea,8632.4,17.428,60.612,40.912,30.8512,0.513,Tabebuia rosea,original_Diaz,tree,GIFT
Tabernaemontana arborea,4930.52,31.083,53.119,17.792,228.3905,0.535,Tabernaemontana arborea,original_Diaz,tree,GIFT
Tabernaemontana donnell-smithii,4941,22.415,53.177,20,70,0.53,Tabernaemontana donnell-smithii,original_Diaz,tree,GIFT
Tachigali versicolor,3834.84,28.058,64.749,38.454,687.7008,0.55,Tachigali versicolor,original_Diaz,tree,GIFT
Talisia nervosa,17940,17.134,126.757,9.538,488.02,0.665,Talisia nervosa,original_Diaz,tree,GIFT
Talisia princeps,5151,18.618,94.256,12.121,619.38,0.725,Talisia princeps,original_Diaz,tree,GIFT
Tanacetum corymbosum,1092.93,14.69,49.005,0.646,0.4292,0.259,Tanacetum corymbosum,original_Diaz,herb,GIFT
Tanacetum parthenium,3200.61,20.94,25.75,0.244,0.1346,0.185,Tanacetum parthenium,original_Diaz,herb,GIFT
Tanacetum vulgare,7211.78,20.603,53.564,0.704,0.1585,0.42,Tanacetum vulgare,original_Diaz,herb,GIFT
Tapirira guianensis,7648,18.048,73.433,15.709,80.4023,0.482,Tapirira guianensis,original_Diaz,tree,GIFT
Tapirira obtusa,7335.36,14.1,83.863,30,60.7229,0.285,Tapirira obtusa,original_Diaz,tree,GIFT
Tapura guianensis,6030.36,16.48,101.833,11.037,129.3996,0.58,Tapura guianensis,original_Diaz,tree,GIFT
Taraxacum campylodes,2930.81,28.528,37.949,0.175,0.6116,0.257,Taraxacum campylodes,original_Diaz,herb,GIFT
Taraxacum confusum,2328.07,29.56,42.141,1.025,1.52,0.174,Taraxacum confusum,original_Diaz,herb,GIFT
Taraxacum stevenii,2362.73,31.59,34.722,0.08,0.59,0.169,Taraxacum stevenii,original_Diaz,herb,GIFT
Taxodium distichum,16.73,11.9,128.205,37.596,79.0641,0.495,Taxodium distichum,original_Diaz,tree,GIFT
Taxus baccata,51.28,21.644,139.091,13.303,57.2413,0.582,Taxus baccata,original_Diaz,tree,GIFT
Tectona grandis,80944,13.824,135.318,7.047,603.32,0.589,Tectona grandis,original_Diaz,tree,GIFT
Teesdalia nudicaulis,104.44,39.936,35.405,0.084,0.2849,0.161,Teesdalia nudicaulis,original_Diaz,herb,GIFT
Telekia speciosissima,4792.74,18.682,40.882,0.363,0.3865,0.17,Buphthalmum speciosissimum,original_Diaz,herb,GIFT
Terminalia alata,14178,14.7,106.952,22,1916.65,0.78,Terminalia paniculata,original_Diaz,tree,GIFT
Terminalia amazonia,2096.47,19.504,76.562,34.101,2.9204,0.67,Terminalia amazonia,original_Diaz,tree,GIFT
Terminalia bellirica,9050,8.276,151.722,23.664,2625.65,0.76,Terminalia bellirica,original_Diaz,tree,GIFT
Terminalia catappa,13078.42,15.931,74.239,13.71,2840.9123,0.504,Terminalia catappa,original_Diaz,tree,GIFT
Terminalia chebula,9050,19.4,74.516,7.786,2031.3256,0.812,Terminalia chebula,original_Diaz,tree,GIFT
Terminalia glaucescens,6276.54,18.15,127.637,7,323.77,0.73,Terminalia schimperiana,original_Diaz,tree,GIFT
Terminalia macroptera,9050,12.617,168.549,4.791,353.9315,0.813,Terminalia macroptera,original_Diaz,tree,GIFT
Terminalia oblonga,3776.42,23.963,47.114,34.741,44.5694,0.642,Terminalia oblonga,original_Diaz,tree,GIFT
Terminalia sericea,1997.49,13.773,169.205,8.32,374.0909,0.71,Terminalia sericea,original_Diaz,tree,GIFT
Tetragastris panamensis,2093.87,15.38,102.598,33.112,290.6516,0.697,Protium stevensonii,original_Diaz,tree,GIFT
Tetrathylacium johansenii,5376.47,21.76,62.088,26.084,1,0.59,Tetrathylacium johansenii,original_Diaz,tree,GIFT
Teucrium canadense,1129.86,20.02,48.462,0.671,1.6518,0.229,Teucrium canadense,original_Diaz,herb,GIFT
Teucrium montanum,40,12.268,72.209,0.092,0.5876,0.35,Teucrium montanum,original_Diaz,shrub,GIFT
Teucrium scorodonia,977.12,32.417,57.675,0.302,0.8128,0.291,Teucrium scorodonia,original_Diaz,herb,GIFT
Thalictrum alpinum,98.43,18.87,70.131,0.052,0.85,0.288,Thalictrum alpinum,original_Diaz,herb,GIFT
Thalictrum dasycarpum,728,11.88,39.573,0.575,2.4059,0.227,Thalictrum dasycarpum,original_Diaz,herb,GIFT
Thalictrum dioicum,361.23,16.121,19.615,0.5,2.1308,0.213,Thalictrum dioicum,original_Diaz,herb,GIFT
Thalictrum fendleri,112.78,36.506,48.016,0.58,1.2509,0.215,Thalictrum fendleri,original_Diaz,herb,GIFT
Thalictrum minus,9099.22,25.33,51.951,0.509,1.5312,0.344,Thalictrum minus,original_Diaz,herb,GIFT
Themeda triandra,430.23,13.325,112.717,1.75,2.6711,0.299,Themeda triandra,original_Diaz,herb,GIFT
Theobroma cacao,20109.84,13.573,53.655,10.15,1601.9926,0.415,Theobroma cacao,original_Diaz,tree,GIFT
Theobroma speciosum,25252.6,19.62,67.657,15.732,687.08,0.613,Theobroma speciosum,original_Diaz,tree,GIFT
Thesium bavarum,170,22.1,58.858,0.361,3.4906,0.243,Thesium bavarum,original_Diaz,herb,GIFT
Thlaspi alliaceum,525.22,31.115,20.585,0.291,0.66,0.159,Mummenhoffia alliacea,original_Diaz,herb,GIFT
Thlaspi arvense,560.33,40.4,45.931,0.261,1.0824,0.18,Thlaspi arvense,original_Diaz,herb,GIFT
Thlaspi montanum,179.59,28.048,54.432,0.062,0.6133,0.172,Noccaea montana,original_Diaz,herb,GIFT
Thuja occidentalis,10,10.362,222.966,18.588,1.3045,0.335,Thuja occidentalis,original_Diaz,tree,GIFT
Thymus dolomiticus,4.94,13.781,106.429,0.5,0.2087,0.282,Thymus dolomiticus,original_Diaz,shrub,GIFT
Thymus nummularius,68.68,25.96,58.445,0.3,0.16,0.222,Thymus nummularius,original_Diaz,shrub,GIFT
Thymus praecox,12.6,26.38,68.729,0.081,0.1362,0.22,Thymus praecox,original_Diaz,shrub,GIFT
Thymus serpyllum,7.3,22.5,131.975,0.06,0.1877,0.246,Thymus serpyllum,original_Diaz,herb,GIFT
Tilia americana,5853.72,26.139,33.854,15.985,99.4874,0.4,Tilia americana,original_Diaz,tree,GIFT
Tilia cordata,2818.29,23.927,42.174,18.784,34.5443,0.451,Tilia cordata,original_Diaz,tree,GIFT
Tilia platyphyllos,6034.07,29.983,40.678,29.825,91.2612,0.454,Tilia platyphyllos,original_Diaz,tree,GIFT
Tillandsia duratii,2282,5.191,165.052,0.311,1,0.207,Tillandsia duratii,original_Diaz,herb,GIFT
Tocoyena pittieri,32626.64,23.43,72.468,21.728,907.1273,0.64,Tocoyena pittieri,original_Diaz,tree,GIFT
Tofieldia pusilla,49.79,15.257,60.907,0.064,0.0353,0.253,Tofieldia pusilla,original_Diaz,herb,GIFT
Tolpis staticifolia,387.98,15.709,61.571,0.211,0.12,0.173,Tolpis staticifolia,original_Diaz,herb,GIFT
Toona ciliata,2356.2,25,78.125,26,6.4345,0.477,Toona hexandra,original_Diaz,tree,GIFT
Tordylium maximum,8771.5,19.8,38.593,0.703,4.1495,0.174,Tordylium maximum,original_Diaz,herb,GIFT
Torilis arvensis,984.5,20.12,35.613,0.597,1.8049,0.195,Torilis arvensis,original_Diaz,herb,GIFT
Torilis japonica,2976.32,23.05,36.662,0.601,1.7614,0.159,Torilis japonica,original_Diaz,herb,GIFT
